study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	0.0	hr	NA	0.0	NA	NA	NA	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	0.33	hr	NA	53.3	NA	NA	61.2	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	0.67	hr	NA	202.23	NA	NA	141.37	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	1.0	hr	NA	316.7	NA	NA	159.2	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	1.5	hr	NA	377.64	NA	NA	144.76	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	2.0	hr	NA	352.87	NA	NA	118.03	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	2.5	hr	NA	324.5	NA	NA	146.3	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	3.0	hr	NA	295.4	NA	NA	129.1	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	4.0	hr	NA	253.4	NA	NA	129.1	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	6.0	hr	NA	175.8	NA	NA	153.9	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	8.0	hr	NA	130.5	NA	NA	98.0	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	10.0	hr	NA	100.2	NA	NA	67.9	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	12.0	hr	NA	73.1	NA	NA	56.1	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	24.0	hr	NA	25.8	NA	NA	23.5	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	34.0	hr	NA	8.8	NA	NA	NA	µg/l	NA
Jiang2023b	NA	all	27.0	test	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_test	48.0	hr	NA	0.0	NA	NA	NA	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	0.0	hr	NA	0.0	NA	NA	NA	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	0.33	hr	NA	43.23	NA	NA	38.93	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	0.67	hr	NA	212.24	NA	NA	178.14	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	1.0	hr	NA	312.24	NA	NA	197.04	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	1.5	hr	NA	343.14	NA	NA	158.04	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	2.0	hr	NA	320.6	NA	NA	118.0	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	2.5	hr	NA	291.2	NA	NA	86.0	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	3.0	hr	NA	280.4	NA	NA	76.4	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	4.0	hr	NA	241.6	NA	NA	71.0	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	6.0	hr	NA	171.5	NA	NA	46.2	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	8.0	hr	NA	124.0	NA	NA	34.4	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	10.0	hr	NA	95.9	NA	NA	26.9	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	12.0	hr	NA	69.9	NA	NA	20.4	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	24.0	hr	NA	22.6	NA	NA	8.6	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	34.0	hr	NA	6.6	NA	NA	NA	µg/l	NA
Jiang2023b	NA	all	27.0	ref	concentration	empagliflozin	plasma	LC MS/MS	empagliflozin_ref	48.0	hr	NA	0.0	NA	NA	NA	µg/l	NA
