study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Macha2015b	all	20	NA	species	20	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Macha2015b	all	20	NA	healthy	20	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Macha2015b	all	20	NA	sex	20	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Macha2015b	all	20	NA	ethnicity	20	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Macha2015b	all	20	NA	bmi	20	NA	NA	NA	NA	NA	NA	18.5	29.9	kg/m^2	NA
Macha2015b	all	20	NA	age	20	NA	NA	NA	NA	NA	NA	18.0	50.0	year	NA
Macha2015b	all	20	NA	medication	20	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Macha2015b	all	20	NA	overnight fast	20	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Macha2015b	all	20	NA	smoking	20	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Macha2015b	all	20	NA	alcohol 	20	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
