study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
Macha2013e	NA	all	18.0	WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_PT	1.0	hr	NA	13.3	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_PT	2.0	hr	NA	12.5	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_PT	4.0	hr	NA	13.3	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_PT	8.0	hr	NA	13.5	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_PT	12.0	hr	NA	13.2	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_PT	24.0	hr	NA	16.7	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_PT	36.0	hr	NA	17.5	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_PT	48.0	hr	NA	16.3	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_PT	72.0	hr	NA	15.5	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_PT	96.0	hr	NA	13.2	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_PT	120.0	hr	NA	12.6	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_PT	144.0	hr	NA	13.2	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_PT	168.0	hr	NA	13.9	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	0.0	hr	NA	11.8	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	1.0	hr	NA	11.8	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	2.0	hr	NA	12.3	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	4.0	hr	NA	12.4	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	8.0	hr	NA	11.8	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	12.0	hr	NA	12.6	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	24.0	hr	NA	16.8	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	36.0	hr	NA	17.1	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	48.0	hr	NA	15.5	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	72.0	hr	NA	14.3	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	96.0	hr	NA	13.2	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	120.0	hr	NA	12.6	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	144.0	hr	NA	12.7	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	EMP25R7, WAR25	prothrombin time	 warfarin	plasma	coagulation assay	war_emp_PT	168.0	hr	NA	11.8	NA	NA	NA	s	NA
Macha2013e	NA	all	18.0	WAR25	inr	 warfarin	plasma	coagulation assay	war_INR	1.0	hr	NA	1.07	NA	NA	NA	NA	s
Macha2013e	NA	all	18.0	WAR25	inr	 warfarin	plasma	coagulation assay	war_INR	2.0	hr	NA	0.95	NA	NA	NA	NA	s
Macha2013e	NA	all	18.0	WAR25	inr	 warfarin	plasma	coagulation assay	war_INR	4.0	hr	NA	1.04	NA	NA	NA	NA	s
Macha2013e	NA	all	18.0	WAR25	inr	 warfarin	plasma	coagulation assay	war_INR	8.0	hr	NA	1.07	NA	NA	NA	NA	s
Macha2013e	NA	all	18.0	WAR25	inr	 warfarin	plasma	coagulation assay	war_INR	12.0	hr	NA	0.99	NA	NA	NA	NA	s
Macha2013e	NA	all	18.0	WAR25	inr	 warfarin	plasma	coagulation assay	war_INR	24.0	hr	NA	1.37	NA	NA	NA	NA	s
Macha2013e	NA	all	18.0	WAR25	inr	 warfarin	plasma	coagulation assay	war_INR	36.0	hr	NA	1.47	NA	NA	NA	NA	s
Macha2013e	NA	all	18.0	WAR25	inr	 warfarin	plasma	coagulation assay	war_INR	48.0	hr	NA	1.34	NA	NA	NA	NA	s
Macha2013e	NA	all	18.0	WAR25	inr	 warfarin	plasma	coagulation assay	war_INR	72.0	hr	NA	1.26	NA	NA	NA	NA	s
Macha2013e	NA	all	18.0	WAR25	inr	 warfarin	plasma	coagulation assay	war_INR	96.0	hr	NA	1.02	NA	NA	NA	NA	s
Macha2013e	NA	all	18.0	WAR25	inr	 warfarin	plasma	coagulation assay	war_INR	120.0	hr	NA	0.96	NA	NA	NA	NA	s
Macha2013e	NA	all	18.0	WAR25	inr	 warfarin	plasma	coagulation assay	war_INR	144.0	hr	NA	1.04	NA	NA	NA	NA	s
Macha2013e	NA	all	18.0	WAR25	inr	 warfarin	plasma	coagulation assay	war_INR	168.0	hr	NA	1.12	NA	NA	NA	NA	s
