study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Macha2014f	normal	8.0	EMP50	auc_inf	empagliflozin	plasma	HPLC MS/MS	NA	NA	10600.0	NA	NA	NA	1738.3999999999999	NA	16.4	nmol/l*hr	NA
Macha2014f	normal	8.0	EMP50	cmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	1240.0	NA	NA	NA	291.4	NA	23.5	nmol/l	NA
Macha2014f	normal	8.0	EMP50	tmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	NA	1.0	1.0	3.0	NA	NA	NA	hr	NA
Macha2014f	normal	8.0	EMP50	thalf	empagliflozin	plasma	HPLC MS/MS	NA	NA	19.9	NA	NA	NA	11.701199999999998	NA	58.8	hr	NA
Macha2014f	normal	8.0	EMP50	recovery	empagliflozin	urine	HPLC MS/MS	96.0	hr	16.1	NA	NA	NA	4.2987	NA	26.7	percent	NA
Macha2014f	normal	8.0	EMP50	clearance_renal	empagliflozin	urine	HPLC MS/MS	96.0	hr	28.5	NA	NA	NA	5.842499999999999	NA	20.5	ml/min	NA
Macha2014f	normal	8.0	placebo	cumulative amount	glucose	urine	enzymatic assay	24.0	hr	4.49	NA	NA	NA	0.129312	NA	2.88	g	NA
Macha2014f	normal	8.0	EMP50	cumulative amount	glucose	urine	enzymatic assay	24.0	hr	102.13	NA	NA	NA	8.088695999999999	NA	7.92	g	NA
Macha2014f	mild	9.0	EMP50	auc_inf	empagliflozin	plasma	HPLC MS/MS	NA	NA	12700.0	NA	NA	NA	2641.6000000000004	NA	20.8	nmol/l*hr	NA
Macha2014f	mild	9.0	EMP50	cmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	1500.0	NA	NA	NA	441.0	NA	29.4	nmol/l	NA
Macha2014f	mild	9.0	EMP50	tmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	NA	2.5	2.0	4.0	NA	NA	NA	hr	NA
Macha2014f	mild	9.0	EMP50	thalf	empagliflozin	plasma	HPLC MS/MS	NA	NA	24.6	NA	NA	NA	20.787	NA	84.5	hr	NA
Macha2014f	mild	9.0	EMP50	recovery	empagliflozin	urine	HPLC MS/MS	96.0	hr	11.7	NA	NA	NA	4.2588	NA	36.4	percent	NA
Macha2014f	mild	9.0	EMP50	clearance_renal	empagliflozin	urine	HPLC MS/MS	96.0	hr	18.6	NA	NA	NA	8.7234	NA	46.9	ml/min	NA
Macha2014f	mild	9.0	placebo	cumulative amount	glucose	urine	enzymatic assay	24.0	hr	4.16	NA	NA	NA	0.12812800000000002	NA	3.08	g	NA
Macha2014f	mild	9.0	EMP50	cumulative amount	glucose	urine	enzymatic assay	24.0	hr	65.75	NA	NA	NA	4.806325	NA	7.31	g	NA
Macha2014f	moderate	7.0	EMP50	auc_inf	empagliflozin	plasma	HPLC MS/MS	NA	NA	13000.0	NA	NA	NA	3263.0	NA	25.1	nmol/l*hr	NA
Macha2014f	moderate	7.0	EMP50	cmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	1290.0	NA	NA	NA	488.91	NA	37.9	nmol/l	NA
Macha2014f	moderate	7.0	EMP50	tmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	NA	2.0	1.5	3.0	NA	NA	NA	hr	NA
Macha2014f	moderate	7.0	EMP50	thalf	empagliflozin	plasma	HPLC MS/MS	NA	NA	23.8	NA	NA	NA	20.9202	NA	87.9	hr	NA
Macha2014f	moderate	7.0	EMP50	recovery	empagliflozin	urine	HPLC MS/MS	96.0	hr	7.7	NA	NA	NA	5.3976999999999995	NA	70.1	percent	NA
Macha2014f	moderate	7.0	EMP50	clearance_renal	empagliflozin	urine	HPLC MS/MS	96.0	hr	11.8	NA	NA	NA	8.2128	NA	69.6	ml/min	NA
Macha2014f	moderate	7.0	placebo	cumulative amount	glucose	urine	enzymatic assay	24.0	hr	0.97	NA	NA	NA	0.004752999999999999	NA	0.49	g	NA
Macha2014f	moderate	7.0	EMP50	cumulative amount	glucose	urine	enzymatic assay	24.0	hr	56.64	NA	NA	NA	9.702431999999998	NA	17.13	g	NA
Macha2014f	severe	8.0	EMP50	auc_inf	empagliflozin	plasma	HPLC MS/MS	NA	NA	17700.0	NA	NA	NA	3150.6000000000004	NA	17.8	nmol/l*hr	NA
Macha2014f	severe	8.0	EMP50	cmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	1520.0	NA	NA	NA	480.32	NA	31.6	nmol/l	NA
Macha2014f	severe	8.0	EMP50	tmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	NA	2.0	0.7	4.0	NA	NA	NA	hr	NA
Macha2014f	severe	8.0	EMP50	thalf	empagliflozin	plasma	HPLC MS/MS	NA	NA	27.9	NA	NA	NA	21.4272	NA	76.8	hr	NA
Macha2014f	severe	8.0	EMP50	recovery	empagliflozin	urine	HPLC MS/MS	96.0	hr	3.6	NA	NA	NA	1.2996	NA	36.1	percent	NA
Macha2014f	severe	8.0	EMP50	clearance_renal	empagliflozin	urine	HPLC MS/MS	96.0	hr	4.0	NA	NA	NA	1.224	NA	30.6	ml/min	NA
Macha2014f	severe	8.0	placebo	cumulative amount	glucose	urine	enzymatic assay	24.0	hr	0.97	NA	NA	NA	0.004171	NA	0.43	g	NA
Macha2014f	severe	8.0	EMP50	cumulative amount	glucose	urine	enzymatic assay	24.0	hr	19.22	NA	NA	NA	0.776488	NA	4.04	g	NA
Macha2014f	esrd	8.0	EMP50	auc_inf	empagliflozin	plasma	HPLC MS/MS	NA	NA	16600.0	NA	NA	NA	6424.2	NA	38.7	nmol/l*hr	NA
