study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Macha2014	all	18.0	EMP10	auc_inf	empagliflozin	plasma	LC MS/MS	NA	NA	2330.0	NA	NA	NA	731.62	NA	31.4	nmol/l*hr	NA
Macha2014	all	18.0	EMP10	cmax	empagliflozin	plasma	LC MS/MS	NA	NA	313.0	NA	NA	NA	86.7	NA	27.7	nmol/l	NA
Macha2014	all	18.0	EMP10	tmax	empagliflozin	plasma	LC MS/MS	NA	NA	NA	1.5	1.0	3.0	NA	NA	NA	hr	NA
Macha2014	all	18.0	EMP10	thalf	empagliflozin	plasma	LC MS/MS	NA	NA	11.8	NA	NA	NA	4.04	NA	34.2	hr	NA
Macha2014	all	18.0	EMP10	recovery	empagliflozin	urine	LC MS/MS	72.0	hr	19.7	NA	NA	NA	4.07	NA	21.2	percent	NA
Macha2014	all	18.0	EMP10	clearance_renal	empagliflozin	urine	LC MS/MS	72.0	hr	32.7	NA	NA	NA	6.11	NA	18.7	ml/min	NA
Macha2014	all	18.0	EMP10, RIF	auc_inf	empagliflozin	plasma	LC MS/MS	NA	NA	3150.0	NA	NA	NA	1036.35	NA	32.9	nmol/l*hr	NA
Macha2014	all	18.0	EMP10, RIF	cmax	empagliflozin	plasma	LC MS/MS	NA	NA	546.0	NA	NA	NA	158.34	NA	29.0	nmol/l	NA
Macha2014	all	18.0	EMP10, RIF	tmax	empagliflozin	plasma	LC MS/MS	NA	NA	NA	1.0	0.67	1.5	NA	NA	NA	hr	NA
Macha2014	all	18.0	EMP10, RIF	thalf	empagliflozin	plasma	LC MS/MS	NA	NA	7.53	NA	NA	NA	1.61	NA	21.4	hr	NA
Macha2014	all	18.0	EMP10, GEM	auc_inf	empagliflozin	plasma	LC MS/MS	NA	NA	3540.0	NA	NA	NA	1171.7	NA	33.1	nmol/l*hr	NA
Macha2014	all	18.0	EMP10, GEM	cmax	empagliflozin	plasma	LC MS/MS	NA	NA	389.0	NA	NA	NA	115.0	NA	29.6	nmol/l	NA
Macha2014	all	18.0	EMP10, GEM	tmax	empagliflozin	plasma	LC MS/MS	NA	NA	NA	1.5	1.0	3.0	NA	NA	NA	hr	NA
Macha2014	all	18.0	EMP10, GEM	thalf	empagliflozin	plasma	LC MS/MS	NA	NA	13.0	NA	NA	NA	3.0	NA	23.1	hr	NA
Macha2014	all	18.0	EMP10, GEM	recovery	empagliflozin	urine	LC MS/MS	72.0	hr	13.8	NA	NA	NA	3.5	NA	25.7	percent	NA
Macha2014	all	18.0	EMP10, GEM	clearance_renal	empagliflozin	urine	LC MS/MS	72.0	hr	15.2	NA	NA	NA	3.9	NA	25.8	ml/min	NA
