,author,keywords,pmc,pmid,prob,pubdate,title
0,G Chen; D Zhang; A Du; Y Zhang; Y Zhang; L Zhang; S Zang; X Liu; Z Wang; H Zhen; Y Liu; S Yang; J Wang,Jardiance; bioequivalence; empagliflozin; high-performance liquid chromatography; pharmacokinetics; safety,,32498113,0.9996874332427979,2020,"Pharmacokinetics, Safety, and Bioequivalence of Two Empagliflozin Formulations after Single Oral Administration under Fasting and Fed Conditions in Healthy Chinese Subjects: An Open-label Randomized Single-dose Two-sequence, Two-treatment, Two-period Crossover Study."
1,S Macha; M Mattheus; A Halabi; S Pinnetti; HJ Woerle; UC Broedl,SGLT2 inhibitor; diabetes; empagliflozin; pharmacodynamics; pharmacokinetics; renal impairment,,23859488,0.9989050626754761,2014,"Pharmacokinetics, pharmacodynamics and safety of empagliflozin, a sodium glucose cotransporter 2 (SGLT2) inhibitor, in subjects with renal impairment."
2,A Sarashina; K Koiwai; LJ Seman; N Yamamura; A Taniguchi; T Negishi; S Sesoko; HJ Woerle; KA Dugi,,,23149871,0.9988899827003479,2013,"Safety, tolerability, pharmacokinetics and pharmacodynamics of single doses of empagliflozin, a sodium glucose cotransporter 2 (SGLT2) inhibitor, in healthy Japanese subjects."
3,T Heise; L Seman; S Macha; P Jones; A Marquart; S Pinnetti; HJ Woerle; K Dugi,,,23838841,0.9988687634468079,2013,"Safety, tolerability, pharmacokinetics, and pharmacodynamics of multiple rising doses of empagliflozin in patients with type 2 diabetes mellitus."
4,S Macha; M Mattheus; S Pinnetti; HJ Woerle; UC Broedl,,,23512637,0.9987611770629883,2013,Effect of empagliflozin on the steady-state pharmacokinetics of ethinylestradiol and levonorgestrel in healthy female volunteers.
5,T Heise; E Seewaldt-Becker; S Macha; S Hantel; S Pinnetti; L Seman; HJ Woerle,,,23356556,0.998519241809845,2013,"Safety, tolerability, pharmacokinetics and pharmacodynamics following 4 weeks' treatment with empagliflozin once daily in patients with type 2 diabetes."
6,S Macha; T Brand; T Meinicke; J Link; UC Broedl,empagliflozin; once daily; pharmacodynamics; pharmacokinetic properties; twice daily,,26138865,0.9984795451164246,2015,Pharmacokinetics and Pharmacodynamics of Twice Daily and Once Daily Regimens of Empagliflozin in Healthy Subjects.
7,X Li; L Liu; Y Deng; Y Li; P Zhang; Y Wang; B Xu,Empagliflozin; LC–MS/MS; bioequivalence; fasting and fed conditions; pharmacokinetics,,32799565,0.998261034488678,2020,Pharmacokinetics and bioequivalence of a generic empagliflozin tablet versus a brand-named product and the food effects in healthy Chinese subjects.
8,I Lingvay; N Beetz; R Sennewald; A Schuler-Metz; J Bertulis; C Loley; B Lang; C Lippert; J Lee; LS Manning; D Terada,Linagliptin; bioequivalence; empagliflozin; fixed-dose combination; metformin; pharmacokinetics; type 2 diabetes,,32366156,0.9978845715522766,2020,"Triple fixed-dose combination empagliflozin, linagliptin, and metformin for patients with type 2 diabetes."
9,A Sarashina; K Ueki; T Sasaki; Y Tanaka; K Koiwai; W Sakamoto; HJ Woerle; A Salsali; UC Broedl; S Macha,Japanese patients; SGLT2 inhibitor; empagliflozin; pharmacodynamics; pharmacokinetics; renal impairment,,25199997,0.9976748824119568,2014,"Effect of renal impairment on the pharmacokinetics, pharmacodynamics, and safety of empagliflozin, a sodium glucose cotransporter 2 inhibitor, in Japanese patients with type 2 diabetes mellitus."
10,S Macha; A Jungnik; K Hohl; D Hobson; A Salsali; HJ Woerle,,,24152604,0.997077465057373,2013,"Effect of food on the pharmacokinetics of empagliflozin, a sodium glucose cotransporter 2 (SGLT2) inhibitor, and assessment of dose proportionality in healthy volunteers."
11,T Heise; M Mattheus; HJ Woerle; UC Broedl; S Macha,drug−drug interaction; empagliflozin; hydrochlorothiazide; pharmacokinetic properties; torasemide,,25636696,0.9970096349716187,2015,"Assessing pharmacokinetic interactions between the sodium glucose cotransporter 2 inhibitor empagliflozin and hydrochlorothiazide or torasemide in patients with type 2 diabetes mellitus: a randomized, open-label, crossover study."
12,LMB Laffel; WV Tamborlane; A Yver; G Simons; J Wu; V Nock; D Hobson; KS Hughan; S Kaspers; J Marquard,,,29655290,0.9969577789306641,2018,Pharmacokinetic and pharmacodynamic profile of the sodium-glucose co-transporter-2 inhibitor empagliflozin in young people with Type 2 diabetes: a randomized trial.
13,MM Riggs; A Staab; L Seman; TR MacGregor; TT Bergsma; MR Gastonguay; S Macha,SGLT2; diabetes; empagliflozin; pharmacokinetics,,23940010,0.9965766072273254,2013,"Population pharmacokinetics of empagliflozin, a sodium glucose cotransporter 2 inhibitor, in patients with type 2 diabetes."
14,S Macha; P Rose; M Mattheus; R Cinca; S Pinnetti; UC Broedl; HJ Woerle,BI 10773; empagliflozin; hepatic impairment; pharmacokinetics; sodium glucose cotransporter 2 inhibitor,,23859534,0.9962007403373718,2014,"Pharmacokinetics, safety and tolerability of empagliflozin, a sodium glucose cotransporter 2 inhibitor, in patients with hepatic impairment."
15,YK Kim; JG Hwang; MK Park,antidiabetic drug; clinical trial; pharmacokinetic interaction; thiazolidinedione; type 2 diabetes,,33953542,0.9955665469169617,2021,"No Relevant Pharmacokinetic Drug-Drug Interaction Between the Sodium-Glucose Co-Transporter-2 Inhibitor Empagliflozin and Lobeglitazone, a Peroxisome Proliferator-Activated Receptor-γ Agonist, in Healthy Subjects."
16,C Friedrich; K Metzmann; P Rose; M Mattheus; S Pinnetti; HJ Woerle,,,23328275,0.9947549104690552,2013,"A randomized, open-label, crossover study to evaluate the pharmacokinetics of empagliflozin and linagliptin after coadministration in healthy male volunteers."
17,RM ElDash; MA Raslan; SM Shaheen; NA Sabri,Bioequivalence; Chronopharmacology; Circadian rhythm.; Diabetes Mellitus; Empagliflozin 10 mg; Pharmacodynamic; Pharmacokinetics; evening dose; morning dose,,34123370,0.9946898221969604,2021,"The effect of morning versus evening administration of empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two-way crossover, non-randomised trial."
18,BM Ayoub; S Mowaka; ES Elzanfaly; N Ashoush; MM Elmazar; SA Mousa,,,28566743,0.9902710914611816,2017,Pharmacokinetic Evaluation of Empagliflozin in Healthy Egyptian Volunteers Using LC-MS/MS and Comparison with Other Ethnic Populations.
19,S Macha; S Dieterich; M Mattheus; LJ Seman; UC Broedl; HJ Woerle,,,23253948,0.988456130027771,2013,"Pharmacokinetics of empagliflozin, a sodium glucose cotransporter-2 (SGLT2) inhibitor, and metformin following co-administration in healthy volunteers."
20,S Glund; M Mattheus; F Runge; P Rose; C Friedrich,,,28290274,0.9881699085235596,2017,Relative bioavailability of an empagliflozin 25-mg/linagliptin 5-mg fixed-dose combination tablet .
21,S Kanada; K Koiwai; A Taniguchi; A Sarashina; L Seman; HJ Woerle,Diabetes; Empagliflozin; Sodium glucose cotransporter 2 inhibitor,,24843716,0.988078773021698,2013,"Pharmacokinetics, pharmacodynamics, safety and tolerability of 4 weeks' treatment with empagliflozin in Japanese patients with type 2 diabetes mellitus."
22,AJ Scheen,,,24430725,0.9863461852073669,2014,"Pharmacokinetic and pharmacodynamic profile of empagliflozin, a sodium glucose co-transporter 2 inhibitor."
23,C Rojas; J Link; T Meinicke; S Macha,,,26932302,0.9855905771255493,2016,Pharmacokinetics of fixed-dose combinations of empagliflozin/metformin compared with individual tablets in healthy subjects.
24,S Macha; P Rose; M Mattheus; S Pinnetti; HJ Woerle,,,23094794,0.9840087890625,2013,"Lack of drug-drug interaction between empagliflozin, a sodium glucose cotransporter 2 inhibitor, and warfarin in healthy volunteers."
25,X Zhao; Y Cui; S Zhao; B Lang; UC Broedl; A Salsali; S Pinnetti; S Macha,Chinese patients; empagliflozin; fasting plasma glucose; pharmacokinetics; urinary glucose excretion,,26101175,0.9838047623634338,2015,"Pharmacokinetic and Pharmacodynamic Properties and Tolerability of Single- and multiple-dose Once-daily Empagliflozin, a Sodium Glucose Cotransporter 2 Inhibitor, in Chinese Patients With Type 2 Diabetes Mellitus."
26,S Macha; B Lang; S Pinnetti; UC Broedl,,,25161155,0.9799673557281494,2014,"Pharmacokinetics of empagliflozin, a sodium glucose cotransporter 2 inhibitor, and simvastatin following co-administration in healthy volunteers."
27,S Kobuchi; K Yano; Y Ito; T Sakaeda,,,26989857,0.9796516299247742,2016,"A validated LC-MS/MS method for the determination of canagliflozin, a sodium-glucose co-transporter 2 (SGLT-2) inhibitor, in a lower volume of rat plasma: application to pharmacokinetic studies in rats."
28,S Kobuchi; M Matsuno; E Fukuda; Y Ito; T Sakaeda,Antidiabetic agent; LC–MS/MS; Rat plasma; Tofogliflozin,,27304784,0.9728599786758423,2016,Development and validation of an LC-MS/MS method for the determination of tofogliflozin in plasma and its application to a pharmacokinetic study in rats.
29,B Ayoub; N El Zahar; H Michel; M Tadros,,,34055450,0.9667018055915833,2021,Economic Spectrofluorometric Bioanalysis of Empagliflozin in Rats' Plasma.
30,T Brand; S Macha; M Mattheus; S Pinnetti; HJ Woerle,,,23054692,0.9639309644699097,2012,"Pharmacokinetics of empagliflozin, a sodium glucose cotransporter-2 (SGLT-2) inhibitor, coadministered with sitagliptin in healthy volunteers."
31,LZ Chen; A Jungnik; Y Mao; E Philip; D Sharp; A Unseld; L Seman; HJ Woerle; S Macha,Absorption; excretion; metabolic pathway; metabolite; pharmacokinetics; radiolabeled,,25547626,0.9615974426269531,2015,Biotransformation and mass balance of the SGLT2 inhibitor empagliflozin in healthy volunteers.
32,ST Dong; HM Niu; Y Wu; JL Jiang; Y Li; KY Jiang; X Wang; MF Zhang; MF Han; SN Meng,UPLC-MS/MS; canagliflozin; diabetes; metabolites,,29783787,0.9532796144485474,2018,Plasma Pharmacokinetic Determination of Canagliflozin and Its Metabolites in a Type 2 Diabetic Rat Model by UPLC-MS/MS.
33,S Kobuchi; Y Ito; K Yano; T Sakaeda,Empagliflozin; Ipragliflozin; Liquid chromatography-tandem mass spectrometry; SGLT2,,26209767,0.9520038962364197,2015,"A quantitative LC-MS/MS method for determining ipragliflozin, a sodium-glucose co-transporter 2 (SGLT-2) inhibitor, and its application to a pharmacokinetic study in rats."
34,KT Baron; S Macha; UC Broedl; V Nock; S Retlich; M Riggs,Efficacy; Empagliflozin; Exposure–response; Pharmacometrics; Population pharmacokinetics; Tolerability; Type 2 diabetes mellitus,,27312794,0.9493818283081055,2016,Population Pharmacokinetics and Exposure-Response (Efficacy and Safety/Tolerability) of Empagliflozin in Patients with Type 2 Diabetes.
35,MN Abou-Omar; M Kenawy; AO Youssef; S Alharthi; MS Attia; EH Mohamed,Antidiabetic drugs; Empagliflozin; Matrix effect; Metformin; Pharmacokinetic; UPLC–MS/MS,,33901756,0.9387783408164978,2021,Validation of a novel UPLC-MS/MS method for estimation of metformin and empagliflozin simultaneously in human plasma using freezing lipid precipitation approach and its application to pharmacokinetic study.
36,A Shimada; T Hanafusa; A Yasui; G Lee; Y Taneda; A Sarashina; K Shiki; J George; N Soleymanlou; J Marquard,SGLT2 inhibitor; empagliflozin; pharmacodynamics; pharmacokinetics; randomized trial; type 1 diabetes,,29766633,0.936277449131012,2018,"Empagliflozin as adjunct to insulin in Japanese participants with type 1 diabetes: Results of a 4-week, double-blind, randomized, placebo-controlled phase 2 trial."
37,S Macha; M Mattheus; S Pinnetti; UC Broedl; HJ Woerle,SGLT2 inhibitor; diabetes; drug–drug interaction; thiazolidinedione,,26051874,0.9336822032928467,2015,Pharmacokinetics of Empagliflozin and Pioglitazone After Coadministration in Healthy Volunteers.
38,L Seman; S Macha; G Nehmiz; G Simons; B Ren; S Pinnetti; HJ Woerle; K Dugi,BI 10773; SGLT2; diabetes; empagliflozin; pharmacokinetics,,27121669,0.9335808157920837,2013,"Empagliflozin (BI 10773), a Potent and Selective SGLT2 Inhibitor, Induces Dose-Dependent Glucosuria in Healthy Subjects."
39,T Wattamwar; A Mungantiwar; S Halde; N Pandita,Antidiabetic agent; empagliflozin; human plasma; liquid chromatography–mass spectrometry; metformin; pharmacokinetics,,31575298,0.9301856756210327,2020,Development of simultaneous determination of empagliflozin and metformin in human plasma using liquid chromatography-mass spectrometry and application to pharmacokinetics.
40,MM Riggs; LJ Seman; A Staab; TR MacGregor; W Gillespie; MR Gastonguay; HJ Woerle; S Macha,BI 10773; SGLT2 inhibitor; empagliflozin; exposure−response analyses; type 2 diabetes,,24964723,0.9125629663467407,2014,"Exposure-response modelling for empagliflozin, a sodium glucose cotransporter 2 (SGLT2) inhibitor, in patients with type 2 diabetes."
41,S Macha; R Koenen; R Sennewald; K Schöne; N Hummel; S Riedmaier; HJ Woerle; A Salsali; UC Broedl,drug interactions; empagliflozin; organic anion transporters; uridine diphosphate glucuronosyltransferase,,24491572,0.8985816836357117,2014,"Effect of gemfibrozil, rifampicin, or probenecid on the pharmacokinetics of the SGLT2 inhibitor empagliflozin in healthy volunteers."
42,R Grempler; L Thomas; M Eckhardt; F Himmelsbach; A Sauer; DE Sharp; RA Bakker; M Mark; T Klein; P Eickelmann,,,21985634,0.8943803310394287,2012,"Empagliflozin, a novel selective sodium glucose cotransporter-2 (SGLT-2) inhibitor: characterisation and comparison with other SGLT-2 inhibitors."
43,BCL Dias; MM Fachi; ML de Campos; FLD Degaut; RG Peccinini; R Pontarolo,human plasma; metformin; pharmacokinetics; quantification; sodium-glucose cotransporter-2 inhibitor,,31339572,0.8888158202171326,2019,A new HPLC-MS/MS method for the simultaneous quantification of SGLT2 inhibitors and metformin in plasma and its application to a pharmacokinetic study in healthy volunteers.
44,L Song; X Yao; Y Liu; W Zhong; J Jiang; H Liu; H Zhou; C Shi; K Zong; C Wang; C Ma; D Liu; P Hu,First-in-human; Janagliflozin; Pharmacokinetics/pharmacodynamics; Translational prediction,,32126254,0.8466684222221375,2020,"Translational prediction of first-in-human pharmacokinetics and pharmacodynamics of janagliflozin, a selective SGLT2 inhibitor, using allometric scaling, dedrick and PK/PD modeling methods."
45,E Ferrannini; L Seman; E Seewaldt-Becker; S Hantel; S Pinnetti; HJ Woerle,BI 10773; FPG; HbA1c; SGLT2 inhibitor; body weight; empagliflozin; tolerability,,23398530,0.8462956547737122,2013,"A Phase IIb, randomized, placebo-controlled study of the SGLT2 inhibitor empagliflozin in patients with type 2 diabetes."
46,MA Omar; HM Ahmed; HA Batakoushy; MA Abdel Hamid,Benzofurazan; Empagliflozin; Factorial design; Human plasma; Spectrofluorimetry,,32247255,0.8431025147438049,2020,New spectrofluorimetric analysis of empagliflozin in its tablets and human plasma using two level full factorial design.
47,AJ Scheen,,,25805666,0.8145125508308411,2015,"Pharmacokinetics, Pharmacodynamics and Clinical Use of SGLT2 Inhibitors in Patients with Type 2 Diabetes Mellitus and Chronic Kidney Disease."
48,A Tahara; T Takasu; M Yokono; M Imamura; E Kurosaki,Diabetes; Hyperglycemia; Hyperinsulinemia; SGLT2 inhibitor; Urinary glucose excretion,,26970780,0.802272379398346,2016,"Characterization and comparison of sodium-glucose cotransporter 2 inhibitors in pharmacokinetics, pharmacodynamics, and pharmacologic effects."
49,Y Fu; D Breljak; A Onishi; F Batz; R Patel; W Huang; P Song; B Freeman; E Mayoux; H Koepsell; N Anzai; SK Nigam; I Sabolic; V Vallon,diabetes; organic anion transporter; proximal tubule; sodium glucose cotransport; tubular secretion,,29412698,0.7038890719413757,2018,Organic anion transporter OAT3 enhances the glucosuric effect of the SGLT2 inhibitor empagliflozin.
50,AB van der Aart-van der Beek; AMA Wessels; HJL Heerspink; DJ Touw,Canagliflozin; Dapagliflozin; Empagliflozin; LC-MS/MS; SGLT2i,,32663790,0.6873849630355835,2020,"Simple, fast and robust LC-MS/MS method for the simultaneous quantification of canagliflozin, dapagliflozin and empagliflozin in human plasma and urine."
51,PA Shah; PS Shrivastav; V Sharma; MS Yadav,Canagliflozin; Dapagliflozin; Empagliflozin; Ion-pair solid-phase extraction; Liquid chromatography-tandem mass spectrometry; Metformin,,31362250,0.6801259517669678,2019,Challenges in simultaneous extraction and chromatographic separation of metformin and three SGLT-2 inhibitors in human plasma using LC-MS/MS.
52,AJ Scheen,,,24387329,0.5813494324684143,2014,Evaluating SGLT2 inhibitors for type 2 diabetes: pharmacokinetic and toxicological considerations.
53,BA Perkins; N Soleymanlou; J Rosenstock; JS Skyler; LM Laffel; KH Liesenfeld; D Neubacher; MM Riggs; CK Johnston; RJ Eudy-Byrne; A Elmokadem; JT George; J Marquard; V Nock,antidiabetic drug; dose-response relationship; empagliflozin; sodium-glucose co-transporter-2 inhibitor; type 1 diabetes,,31858718,0.5365424752235413,2020,Low-dose empagliflozin as adjunct-to-insulin therapy in type 1 diabetes: A valid modelling and simulation analysis to confirm efficacy.
