study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
Macha2013d	NA	emp_verapamil	16.0	emp25_single	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_emp25_single	0.33	hr	NA	130.4	NA	NA	NA	nmol/l	NA
Macha2013d	NA	emp_verapamil	16.0	emp25_single	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_emp25_single	0.67	hr	NA	458.8	NA	NA	NA	nmol/l	NA
Macha2013d	NA	emp_verapamil	16.0	emp25_single	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_emp25_single	1.0	hr	NA	641.9	NA	NA	NA	nmol/l	NA
Macha2013d	NA	emp_verapamil	16.0	emp25_single	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_emp25_single	1.5	hr	NA	704.5	NA	NA	NA	nmol/l	NA
Macha2013d	NA	emp_verapamil	16.0	emp25_single	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_emp25_single	2.0	hr	NA	697.0	NA	NA	NA	nmol/l	NA
Macha2013d	NA	emp_verapamil	16.0	emp25_single	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_emp25_single	2.5	hr	NA	636.7	NA	NA	NA	nmol/l	NA
Macha2013d	NA	emp_verapamil	16.0	emp25_single	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_emp25_single	3.0	hr	NA	571.5	NA	NA	NA	nmol/l	NA
Macha2013d	NA	emp_verapamil	16.0	emp25_single	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_emp25_single	4.0	hr	NA	486.1	NA	NA	NA	nmol/l	NA
Macha2013d	NA	emp_verapamil	16.0	emp25_single	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_emp25_single	6.0	hr	NA	312.9	NA	NA	NA	nmol/l	NA
Macha2013d	NA	emp_verapamil	16.0	emp25_single	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_emp25_single	8.0	hr	NA	217.4	NA	NA	NA	nmol/l	NA
Macha2013d	NA	emp_verapamil	16.0	emp25_single	concentration	empagliflozin	plasma	HPLC MS/MS	empagliflozin_emp25_single	10.0	hr	NA	154.4	NA	NA	NA	nmol/l	NA
