study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi	0.33	hr	NA	8.5	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi	0.67	hr	NA	6.1	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi	1.0	hr	NA	2.6	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi	1.5	hr	NA	0.8	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi	2.0	hr	NA	0.6	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi	2.5	hr	NA	0.4	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi	3.0	hr	NA	0.3	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi	4.0	hr	NA	0.2	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi	8.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	emp25_single, ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi, emp25	0.33	hr	NA	8.9	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	emp25_single, ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi, emp25	0.67	hr	NA	6.6	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	emp25_single, ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi, emp25	1.0	hr	NA	3.1	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	emp25_single, ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi, emp25	1.5	hr	NA	1.0	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	emp25_single, ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi, emp25	2.0	hr	NA	0.4	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	emp25_single, ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi, emp25	2.5	hr	NA	0.3	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	emp25_single, ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi, emp25	3.0	hr	NA	0.2	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	emp25_single, ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi, emp25	4.0	hr	NA	0.1	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	emp25_single, ram5_multi	concentration	ramipril	plasma	HPLC MS/MS	ramipril5_multi, emp25	8.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	0.33	hr	NA	1.8	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	0.67	hr	NA	5.6	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	1.0	hr	NA	9.1	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	1.5	hr	NA	11.6	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	2.0	hr	NA	11.5	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	2.5	hr	NA	10.6	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	3.0	hr	NA	9.5	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	4.0	hr	NA	7.6	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	6.0	hr	NA	4.9	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	8.0	hr	NA	3.5	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	10.0	hr	NA	2.8	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	12.0	hr	NA	2.4	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	24.0	hr	NA	1.4	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	36.0	hr	NA	1.2	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	48.0	hr	NA	1.1	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi	72.0	hr	NA	0.9	NA	NA	NA	ng/ml	NA
Macha2013d	NA	emp_ramipril	23.0	emp25_single, ram5_multi	concentration	ramiprilat	plasma	HPLC MS/MS	ramiprilat5_multi, emp25	0.33	hr	NA	1.7	NA	NA	NA	ng/ml	NA
