study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Macha2013d	emp_verapamil	16.0	emp25_single	auc_inf	empagliflozin	plasma	HPLC MS/MS	24.0	hr	5330.0	NA	NA	NA	NA	NA	22.7	nmol/l*hr	NA
Macha2013d	emp_verapamil	16.0	emp25_single	cmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	818.0	NA	NA	NA	NA	NA	27.7	nmol/l	NA
Macha2013d	emp_verapamil	16.0	emp25_single	tmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	NA	1.5	1.0	2.5	NA	NA	NA	hr	NA
Macha2013d	emp_verapamil	16.0	emp25_single	thalf	empagliflozin	plasma	HPLC MS/MS	NA	NA	12.5	NA	NA	NA	NA	NA	27.9	hr	NA
Macha2013d	emp_verapamil	16.0	emp25_single, ver120_single	auc_inf	empagliflozin	plasma	HPLC MS/MS	24.0	hr	5500.0	NA	NA	NA	NA	NA	25.4	nmol/l*hr	NA
Macha2013d	emp_verapamil	16.0	emp25_single, ver120_single	cmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	752.0	NA	NA	NA	NA	NA	27.2	nmol/l	NA
Macha2013d	emp_verapamil	16.0	emp25_single, ver120_single	tmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	NA	1.75	0.68	3.0	NA	NA	NA	hr	NA
Macha2013d	emp_verapamil	16.0	emp25_single, ver120_single	thalf	empagliflozin	plasma	HPLC MS/MS	NA	NA	13.6	NA	NA	NA	NA	NA	28.1	hr	NA
Macha2013d	emp_ramipril	23.0	emp25_single	auc_inf	empagliflozin	plasma	HPLC MS/MS	24.0	hr	5930.0	NA	NA	NA	NA	NA	16.8	nmol/l*hr	NA
Macha2013d	emp_ramipril	23.0	emp25_single	cmax	empagliflozin	plasma	HPLC MS/MS	NA	NA	899.0	NA	NA	NA	NA	NA	23.1	nmol/l	NA
