study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Heise2013a	EMP10	16.0	EMP10_single	auc_end	empagliflozin	plasma	LC MS/MS	24.0	hr	1550.0	NA	NA	NA	16.2	NA	NA	nmol/l*hr	NA
Heise2013a	EMP10	16.0	EMP10_single	cmax	empagliflozin	plasma	LC MS/MS	NA	NA	309.0	NA	NA	NA	45.2	NA	NA	nmol/l	NA
Heise2013a	EMP10	16.0	EMP10_single	tmax	empagliflozin	plasma	LC MS/MS	NA	NA	1.5	NA	1.0	2.5	NA	NA	NA	hr	NA
Heise2013a	EMP10	16.0	EMP10_single	thalf	empagliflozin	plasma	LC MS/MS	NA	NA	8.8	NA	NA	NA	13.0	NA	NA	hr	NA
Heise2013a	EMP10	16.0	EMP10_single	recovery	empagliflozin	urine	LC MS/MS	24.0	hr	12.5	NA	NA	NA	24.0	NA	NA	percent	NA
Heise2013a	EMP10	16.0	EMP10_single	clearance_renal	empagliflozin	urine	LC MS/MS	24.0	hr	30.1	NA	NA	NA	25.1	NA	NA	ml/min	NA
Heise2013a	EMP25	16.0	EMP25_single	auc_end	empagliflozin	plasma	LC MS/MS	24.0	hr	3930.0	NA	NA	NA	22.9	NA	NA	nmol/l*hr	NA
Heise2013a	EMP25	16.0	EMP25_single	cmax	empagliflozin	plasma	LC MS/MS	NA	NA	722.0	NA	NA	NA	20.0	NA	NA	nmol/l	NA
Heise2013a	EMP25	16.0	EMP25_single	tmax	empagliflozin	plasma	LC MS/MS	NA	NA	1.5	NA	0.8	3.0	NA	NA	NA	hr	NA
Heise2013a	EMP25	16.0	EMP25_single	thalf	empagliflozin	plasma	LC MS/MS	NA	NA	8.2	NA	NA	NA	14.9	NA	NA	hr	NA
Heise2013a	EMP25	16.0	EMP25_single	recovery	empagliflozin	urine	LC MS/MS	24.0	hr	13.3	NA	NA	NA	24.5	NA	NA	percent	NA
Heise2013a	EMP25	16.0	EMP25_single	clearance_renal	empagliflozin	urine	LC MS/MS	24.0	hr	32.4	NA	NA	NA	28.1	NA	NA	ml/min	NA
Heise2013a	EMP100	30.0	EMP100_single	auc_end	empagliflozin	plasma	LC MS/MS	24.0	hr	15900.0	NA	NA	NA	21.2	NA	NA	nmol/l*hr	NA
Heise2013a	EMP100	30.0	EMP100_single	cmax	empagliflozin	plasma	LC MS/MS	NA	NA	2630.0	NA	NA	NA	25.8	NA	NA	nmol/l	NA
Heise2013a	EMP100	30.0	EMP100_single	tmax	empagliflozin	plasma	LC MS/MS	NA	NA	1.5	NA	0.8	3.0	NA	NA	NA	hr	NA
