study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Heise2013	EMP2.5	9.0	EMP2.5_single	auc_end	empagliflozin	plasma	LC MS/MS	24.0	hr	402.0	68.0	NA	NA	NA	NA	NA	nmol/l*hr	NA
Heise2013	EMP2.5	9.0	EMP2.5_single	cmax	empagliflozin	plasma	LC MS/MS	NA	NA	62.4	12.3	NA	NA	NA	NA	NA	nmol/l	NA
Heise2013	EMP2.5	9.0	EMP2.5_single	tmax	empagliflozin	plasma	LC MS/MS	NA	NA	1.5	NA	0.7	1.5	NA	NA	NA	hr	NA
Heise2013	EMP2.5	9.0	EMP2.5_single	thalf	empagliflozin	plasma	LC MS/MS	NA	NA	11.4	2.3	NA	NA	NA	NA	NA	hr	NA
Heise2013	EMP2.5	9.0	EMP2.5_single	recovery	empagliflozin	urine	LC MS/MS	24.0	hr	11.4	3.5	NA	NA	NA	NA	NA	percent	probably 48 hours
Heise2013	EMP2.5	9.0	EMP2.5_single	clearance_renal	empagliflozin	urine	LC MS/MS	48.0	hr	29.1	15.1	NA	NA	NA	NA	NA	ml/min	NA
Heise2013	EMP10	9.0	EMP10_single	auc_end	empagliflozin	plasma	LC MS/MS	24.0	hr	1630.0	231.0	NA	NA	NA	NA	NA	nmol/l*hr	NA
Heise2013	EMP10	9.0	EMP10_single	cmax	empagliflozin	plasma	LC MS/MS	NA	NA	245.0	51.5	NA	NA	NA	NA	NA	nmol/l	NA
Heise2013	EMP10	9.0	EMP10_single	tmax	empagliflozin	plasma	LC MS/MS	NA	NA	1.5	NA	1.0	2.0	NA	NA	NA	hr	NA
Heise2013	EMP10	9.0	EMP10_single	thalf	empagliflozin	plasma	LC MS/MS	NA	NA	11.9	1.4	NA	NA	NA	NA	NA	hr	NA
Heise2013	EMP10	9.0	EMP10_single	recovery	empagliflozin	urine	LC MS/MS	24.0	hr	109.0	4.0	NA	NA	NA	NA	NA	percent	probably 48 hours
Heise2013	EMP10	9.0	EMP10_single	clearance_renal	empagliflozin	urine	LC MS/MS	48.0	hr	24.5	6.6	NA	NA	NA	NA	NA	ml/min	NA
Heise2013	EMP25	9.0	EMP25_single	auc_end	empagliflozin	plasma	LC MS/MS	24.0	hr	4310.0	1040.0	NA	NA	NA	NA	NA	nmol/l*hr	NA
Heise2013	EMP25	9.0	EMP25_single	cmax	empagliflozin	plasma	LC MS/MS	NA	NA	606.0	147.0	NA	NA	NA	NA	NA	nmol/l	NA
Heise2013	EMP25	9.0	EMP25_single	tmax	empagliflozin	plasma	LC MS/MS	NA	NA	1.5	NA	1.0	4.0	NA	NA	NA	hr	NA
Heise2013	EMP25	9.0	EMP25_single	thalf	empagliflozin	plasma	LC MS/MS	NA	NA	10.8	2.0	NA	NA	NA	NA	NA	hr	NA
Heise2013	EMP25	9.0	EMP25_single	recovery	empagliflozin	urine	LC MS/MS	24.0	hr	9.0	6.5	NA	NA	NA	NA	NA	percent	probably 48 hours
Heise2013	EMP25	9.0	EMP25_single	clearance_renal	empagliflozin	urine	LC MS/MS	48.0	hr	21.1	11.1	NA	NA	NA	NA	NA	ml/min	NA
Heise2013	EMP100	9.0	EMP100_single	auc_end	empagliflozin	plasma	LC MS/MS	24.0	hr	20000.0	3640.0	NA	NA	NA	NA	NA	nmol/l*hr	NA
Heise2013	EMP100	9.0	EMP100_single	cmax	empagliflozin	plasma	LC MS/MS	NA	NA	2750.0	701.0	NA	NA	NA	NA	NA	nmol/l	NA
Heise2013	EMP100	9.0	EMP100_single	tmax	empagliflozin	plasma	LC MS/MS	NA	NA	3.0	NA	1.0	4.0	NA	NA	NA	hr	NA
Heise2013	EMP100	9.0	EMP100_single	thalf	empagliflozin	plasma	LC MS/MS	NA	NA	13.6	3.7	NA	NA	NA	NA	NA	hr	NA
Heise2013	EMP100	9.0	EMP100_single	recovery	empagliflozin	urine	LC MS/MS	24.0	hr	7.88	3.0	NA	NA	NA	NA	NA	percent	probably 48 hours
Heise2013	EMP100	9.0	EMP100_single	clearance_renal	empagliflozin	urine	LC MS/MS	48.0	hr	15.0	5.9	NA	NA	NA	NA	NA	ml/min	NA
